date,year,month,month_num,quarter,price,month_sin,month_cos,price_lag_1,price_lag_3,price_lag_6,price_lag_12,price_rolling_mean_3,price_rolling_mean_6,price_rolling_std_3,price_pct_change_1,price_pct_change_3,price_pct_change_12,price_yoy_change
2018-12-01,2018,December,12,4,112.67,-2.4492935982947064e-16,1.0,109.98,110.91,112.14,102.76,111.96,111.68,1.7374406464675407,0.024458992544099,0.01586872238752135,0.09643830284157251,0.09643830284157251
2019-01-01,2019,January,1,1,107.33,0.49999999999999994,0.8660254037844387,112.67,113.23,109.59,104.29,109.99333333333334,111.30333333333333,2.670024968671879,-0.0473950474838023,-0.05210633224410499,0.02914948700738318,0.02914948700738318
2019-02-01,2019,February,2,1,115.47,0.8660254037844386,0.5000000000000001,107.33,109.98,113.7,105.6,111.82333333333334,111.59833333333331,4.135520926477212,0.075840864623125,0.04991816693944351,0.09346590909090913,0.09346590909090913
2019-03-01,2019,March,3,1,109.86,1.0,6.123233995736766e-17,115.47,112.67,110.91,103.24,110.88666666666666,111.42333333333333,4.165985277618142,-0.04858404780462455,-0.02494009052986601,0.06412243316543975,0.06412243316543975
2019-04-01,2019,April,4,2,106.64,0.8660254037844387,-0.4999999999999998,109.86,107.33,113.23,103.5,110.65666666666668,110.32499999999999,4.468582922284326,-0.029310030948479837,-0.006428771079847184,0.030338164251207722,0.030338164251207722
2019-05-01,2019,May,5,2,111.23,0.49999999999999994,-0.8660254037844387,106.64,115.47,109.98,108.77,109.24333333333334,110.53333333333335,2.3563177488045572,0.04304201050262568,-0.03671949424092835,0.02261653029327948,0.02261653029327948
2019-06-01,2019,June,6,2,105.34,1.2246467991473532e-16,-1.0,111.23,109.86,112.67,112.14,107.73666666666666,109.31166666666667,3.0943550755095357,-0.05295333992627893,-0.04114327325687239,-0.060638487604779745,-0.060638487604779745
2019-07-01,2019,July,7,3,107.28,-0.4999999999999997,-0.8660254037844388,105.34,106.64,107.33,109.59,107.95,109.30333333333333,3.0016162312991077,0.018416555914182675,0.006001500375093727,-0.021078565562551388,-0.021078565562551388
2019-08-01,2019,August,8,3,109.44,-0.8660254037844385,-0.5000000000000004,107.28,111.23,115.47,113.7,107.35333333333334,108.29833333333335,2.0509835039150537,0.020134228187919323,-0.016092780724624722,-0.037467018469657054,-0.037467018469657054
2019-09-01,2019,September,9,3,110.51,-1.0,-1.8369701987210297e-16,109.44,105.34,109.86,110.91,109.07666666666667,108.40666666666668,1.645367233577765,0.009777046783625787,0.04907917220429092,-0.0036065278153456504,-0.0036065278153456504
